Word,Count
सिन्दुर,6
जात्रा,20
मनाइन्छ,1
पर्वले,2
वर्षलाई,15
रंग,23
हर्षोल्लासका,1
जात्रामा,1
थिमी,1
वरपरका,4
गाउँपालिकाका,56
पुरुष,70
प्रतिनिधिहरूले,3
विभिन्न,203
देवताका,1
मूर्तिसहितको,1
रथजस्तै,1
खट,8
निकाल्,16
अन्नपूर्ण,20
अटेरी,47
उम्मेद्वारी,263
उमेदवारका,8
रूपमा,210
चुनिएका,8
महानगरका,66
विद्यासुन्दर,14
शाक्यको,21
अत्यन्त,26
असफल,80
कार्यकालले,2
सिर्जनालाई,24
उत्कृष्ट,55
विकल्प,133
बना,72
खसाल्न_नसक्ने,20
मतदातालाई_व्यवस्था,20
भरतपुरको_मेयरमा,56
गठबन्धनबाट,220
माओवादीकी,9
दाहालको,25
अधिकारीले,51
डिजिटल,58
भोटगर्ने,1
विधि,38
बसल्दा,1
उट्पट्याङ्ग,1
सकिन्नतिकड्म,1
जालझेल,16
मतपत्र,451
च्यात्न,21
पाइदैनखुरापात,1
साट्न,8
मिल्दैन,97
मानिन्छ,11
नोटको,6
जमानामा,15
मान्ने,52
कम्पुटराइज,1
चिनो,5
लगाउने,124
दुर्व्यवहार,17
हालेपछि,22
बुढी,39
औँला,11
काटिदिने,2
व्यवस्था,261
आतङ्कवा,1
दाङको_तुलसीपुर,10
उपमहानगरपालिका१७,4
हुँदैछ,91
मंगलवार,5
बिहान_बजेदेखि,21
बेलुकी,17
बजेसम्म,61
मतदानको,81
निर्धारण,44
गरिएको,264
कार्यालय,187
तुलसीपुरले,2
टूरिस्ट,1
माओवादीले,179
जितेछन,4
2025,2
भोटलाई,10
लाख,260
निर्वाचनपछि,17
धारणा,41
मेलम्ची_नगरपालिका–,16
वडा_अध्यक्षका,78
अमृत_खनालले,18
मतदाताको_पाउमा,36
नोट_राखेर,14
ढोग,21
जीओ,2
देउवालाई,102
सभापती,95
आएर,182
बोरा,16
पैसा,623
बोकेर,185
गएका,89
यसपालीको,36
चुनावमा,816
बोक्न,26
आउदैछन,6
सुन,77
शान्तिपूर्ण_उत्साहजनकरूपमा,8
प्रदेश,306
जनप्रतिनिधि_निर्विरोध,32
मौन_अवधिमा,111
ताहुरमाहुर,3
नगरौ,54
कानुन,92
लाग्ला,35
थकाइ,5
लागेको,288
उम्मेदवारहरू,50
आराम,23
गरौ,325
कम्तिमा,61
पैसा_बाड्ने,13
भट्टी,11
उचाल्ने,7
तपाईंको,210
अन्तै,25
हुनसक्छ,43
होस,305
तपाईंले,81
हारेर,19
आकाश,36
खस्दैन,3
पुग्यो,90
राजनीति,836
फोहोर,109
वैशाखे,1
तिहार,12
झोली,5
देउसे,1
आएका,158
Buffer,1
गाउँ,368
सुनिने,6
थर्काएका,2
फलानो,88
नारा,193
लगाउँदै,17
आगनमा,4
नाचे,2
सबैजनालाई,3
सिर,3
झुकाएर,2
नमस्कार,87
अलिकति,52
चामल,27
दिनुपर्यो,9
बदलामा,8
दान,33
गर्नुपर्ने,77
अनुरोध,130
धुनीबेशीमा,2
जितिसक्यो,11
हावा,68
लेख्छ,4
माओवादीको,146
बाकस,28
खाली,115
सुध्रिन्छन्,4
लिङ्देन,59
परिक्षा,10
सकिने,90
बेलासम्म,11
पुस्तक,31
नछापिने,1
देशमा,394
छापिन्छ,1
अचम्मित,2
कुरामा,91
जति,412
दुर्गममा,5
पुग्दछ,3
सोच,153
बदलौं,5
परिवर्तन,332
स्थानियनिर्वाचन,16
VoteForChange,25
VoteForBalenShah,74
balen,53
सुकुम्बासीले,3
हातमा,127
रातो,30
लालपूर्जा,4
पाउँछ,21
पदकी,24
दुवाडी,24
बसाई,10
अनेक,74
अनुभूति,19
तपाईँको,15
राम्रा,121
उठेका,123
जुनसुकै,51
पार्टीका,356
भएपनि,125
तिनलाई,36
हाल्नुस्,34
पार्टीप्रति,6
निष्ठा,23
राखेर,189
हाल्नुअघि,3
सम्झनुहोस्,2
यसबेला,1
कोको,23
याद,80
हे,75
यूनिकोड,1
तिमीले,29
भाषाको,21
बिजोग,32
सत्यानाश,6
गर्भ,7
गर्वको,2
अर्थमा,16
फरक,391
छुटयाएर,1
लेख्न,57
नसक्नेलाई,4
बनाइदियौ,1
कालिदास,1
आयुक्त_थपलियाद्वारा,26
‘नो,8
भोट’सम्बन्धी,2
आदेश,86
कार्यान्वयन,50
भन्दै,1107
सर्वोच्चमा,12
अवहेलना_मुद्दा,2
विपक्षी,44
जुम्लाका,41
आठवटै,5
स्थानीय_तहको,764
निर्वाचनको,299
मतपरिणाम_सार्वजनिक,13
मध्ये,144
सुदूरपश्चिमका_जिल्लामा,17
शून्यमा,1
झरे,6
बागलुङमा,13
११९,16
फिर्ता_लिए,114
योग्यता,58
सिस्टममा,7
चल्ने,48
ब्यक्तिको,16
भेल्यु,1
जता,66
नोट,178
उतै,57
लौरो_टेकेर,10
दौडिरहेको,2
भाइ,168
हिजो,328
बिहानै,45
गाउँमा,121
उनिहरुकै,7
खर्चमा,14
आफ्नोलाई,2
